GEOID,NAME,LST_DAY,SMS_AM,SAR,PA,NDVI,ET,LST_NIGHT,PAR,SMS_PM,YIELD
38085,SIOUX,15152.87417,0.171427136,-11.87220124,3.551153293,6101.686034,175.6177615,14305.55307,17.18883139,0.175922422,30.7
38021,DICKEY,15079.6647,0.251845552,-11.10308906,2.680670286,6429.943171,198.1019463,14331.728,21.76794509,0.24477719,43.9
38045,LAMOURE,15062.9,0.243829567,-10.89842485,2.670587867,6518.314146,200.0601652,14316.55912,21.87830561,0.239782651,41.5
38047,LOGAN,15065.44383,0.260316646,-11.94921296,2.760166454,6120.151032,182.9546301,14309.10684,19.96112222,0.257976815,39.1
38051,MCINTOSH,15064.57664,0.253780698,-11.52730105,2.790415513,6257.881255,185.6487176,14301.1122,19.83663875,0.250520562,38.4
38073,RANSOM,15084.35,0.221253685,-11.02302412,2.379380399,6599.571526,198.3657193,14333.55706,23.64068659,0.216191916,41
38077,RICHLAND,15132.86731,0.19532484,-10.46631694,2.443723609,6413.167782,198.5769728,14353.01273,25.53181692,0.183896638,40.9
38081,SARGENT,15100.38843,0.238361533,-10.93118176,2.358660965,6529.988726,199.2721159,14347.72059,23.73299013,0.233821971,43.7
38001,ADAMS,15155.97759,0.161514241,-12.15196892,3.189263087,5724.466647,157.0893474,14248.25551,15.3213265,0.166389345,33.7
38011,BOWMAN,15173.09067,0.160226036,-12.26848431,2.883737503,5798.770117,164.5916516,14221.63269,14.57714664,0.165960127,34
38087,SLOPE,15117.69632,0.170138979,-11.69700872,2.961008384,5840.322926,175.068173,14224.37113,14.79483762,0.173008479,41.1
38041,HETTINGER,15135.80339,0.170700346,-11.95093252,2.940807838,5915.686617,177.7306473,14236.53626,15.74411477,0.175947803,30.7
38089,STARK,15141.38336,0.17692883,-12.10534569,2.954144685,5877.949671,168.0896191,14249.79786,15.59808793,0.177421099,30.7
38033,GOLDENVALLEY,15186.69243,0.156344469,-13.81611448,2.256007231,5302.354969,153.1742804,14248.98743,14.03272111,0.157758692,30.7
38007,BILLINGS,15182.22647,0.168640896,-12.4889046,2.228017734,5387.283816,143.3859903,14252.35229,14.94353472,0.167080051,30.7
38053,MCKENZIE,15195.49194,0.154972129,-12.0879685,1.656821214,5216.03047,142.6245656,14315.79034,15.46631693,0.147312784,23.5
38055,MCLEAN,15097.42301,0.209167375,-11.6628867,2.464556839,6059.628599,177.020285,14271.98531,17.6189324,0.206741991,36.8
38065,OLIVER,15100.89732,0.202953474,-11.77911444,3.076563832,6257.4187,191.4021331,14273.70704,17.60320258,0.197118565,43
38025,DUNN,15206.59049,0.175244378,-12.70540185,2.588569554,5526.427233,144.9765679,14263.1477,15.6513545,0.174322863,30.7
38057,MERCER,15134.9716,0.182637024,-11.93252529,2.741138472,5965.405292,173.3483895,14288.73633,17.20186387,0.176575679,30.7
